vehicle_id,brand,timestamp,odometer_reading,engine_temp_c,engine_rpm,oil_pressure_psi,coolant_temp_c,fuel_level_percent,fuel_consumption_lph,engine_load_percent,throttle_pos_percent,air_flow_rate_gps,exhaust_gas_temp_c,vibration_level,engine_hours,brake_fluid_level_psi,brake_pad_wear_mm,brake_temp_c,abs_fault_indicator,brake_pedal_pos_percent,wheel_speed_fl_kph,wheel_speed_fr_kph,wheel_speed_rl_kph,wheel_speed_rr_kph,battery_voltage_v,battery_current_a,battery_temp_c,alternator_output_v,battery_charge_percent,battery_health_percent,vehicle_speed_kph,ambient_temp_c,humidity_percent,gps_latitude,gps_longitude,engine_failure_imminent,brake_issue_imminent,battery_issue_imminent,failure_date,failure_type,prob,dist,RUL,engine_failure,brake_failure,battery_failure,risk_bucket
Syn_15_00000,Mercedes-Benz,2023-01-01 00:00:00,75405.05178,91.54250613,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,8.227173914,79.29759143,0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,93.06619231,88.50198841,26.3805945,55.48884927,34.16800039,81.23297787,0,0,0,01-01-2050 00:00,No Failure,0.1504600202947287,0.0004600202947287,107,0,0,0,15
Syn_15_00001,Mercedes-Benz,2023-01-02 00:00:00,75405.85178,91.69250613,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,8.377173914,79.29759143,0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,92.76619231,88.50198841,26.3805945,55.48884927,34.16800039,81.23297787,0,0,0,01-01-2050 00:00,No Failure,0.1504600202947287,0.0004600202947287,106,0,0,0,15
Syn_15_00002,Mercedes-Benz,2023-01-03 00:00:00,75406.65178,91.84250613000002,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,8.527173914,79.29759143,0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,92.46619231,88.50198841,26.3805945,55.48884927,34.16800039,81.23297787,0,0,0,01-01-2050 00:00,No Failure,0.1504600202947287,0.0004600202947287,105,0,0,0,15
Syn_15_00003,Mercedes-Benz,2023-01-04 00:00:00,75407.45178,91.99250613000002,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,8.677173914,79.29759143,0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,92.16619231,88.50198841,26.3805945,55.48884927,34.16800039,81.23297787,0,0,0,01-01-2050 00:00,No Failure,0.1504600202947287,0.0004600202947287,104,0,0,0,15
Syn_15_00004,Mercedes-Benz,2023-01-05 00:00:00,75408.25178,92.14250613000004,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,8.827173914000001,79.29759143,0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,91.86619231000002,88.50198841,26.3805945,55.48884927,34.16800039,81.23297787,0,0,0,01-01-2050 00:00,No Failure,0.1504600202947287,0.0004600202947287,103,0,0,0,15
Syn_15_00005,Mercedes-Benz,2023-01-06 00:00:00,75409.05178000001,92.29250613000004,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,8.977173914000002,79.29759143,0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,91.56619231000002,88.50198841,26.3805945,55.48884927,34.16800039,81.23297787,0,0,0,01-01-2050 00:00,No Failure,0.1504600202947287,0.0004600202947287,102,0,0,0,15
Syn_15_00006,Mercedes-Benz,2023-01-07 00:00:00,75409.85178000001,92.44250613000004,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.127173914000002,79.29759143,0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,91.26619231000002,88.50198841,26.3805945,55.48884927,34.16800039,81.23297787,0,0,0,01-01-2050 00:00,No Failure,0.1504600202947287,0.0004600202947287,101,0,0,0,15
Syn_15_00007,Mercedes-Benz,2023-01-08 00:00:00,75410.65178000001,92.59250613000005,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.277173914000002,79.29759143,0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.96619231000004,88.50198841,26.3805945,55.48884927,34.16800039,81.23297787,0,0,0,01-01-2050 00:00,No Failure,0.1504600202947287,0.0004600202947287,100,0,0,0,15
Syn_15_00008,Mercedes-Benz,2023-01-09 00:00:00,75411.45178000002,92.74250613000004,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.427173914000004,79.29759143,0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.66619231000004,88.50198841,26.3805945,55.48884927,34.16800039,81.23297787,0,0,0,01-01-2050 00:00,No Failure,0.1504600202947287,0.0004600202947287,99,0,0,0,15
Syn_15_00009,Mercedes-Benz,2023-01-10 00:00:00,75412.25178000002,92.89250613000006,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.577173914000005,79.29759143,0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.36619231000005,88.50198841,26.3805945,55.48884927,34.16800039,81.23297787,0,0,0,01-01-2050 00:00,No Failure,0.1504600202947287,0.0004600202947287,98,0,0,0,15
Syn_15_00010,Mercedes-Benz,2023-01-11 00:00:00,75413.05178000002,93.04250613000006,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.727173914000003,79.29759143,0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,34.16800039,81.23297787,0,0,0,01-01-2050 00:00,No Failure,0.1504600202947287,0.0004600202947287,97,0,0,0,15
Syn_15_00011,Mercedes-Benz,2023-01-12 00:00:00,75413.85178000003,93.19250613000008,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,34.16800039,81.23297787,0,0,0,01-01-2050 00:00,No Failure,0.1504600202947287,0.0004600202947287,96,0,0,0,15
Syn_15_00012,Mercedes-Benz,2023-01-13 00:00:00,75414.65178000003,93.34250613000007,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,34.16800039,81.23297787,0,0,0,01-01-2050 00:00,No Failure,0.1504600202947287,0.0004600202947287,95,0,0,0,15
Syn_15_00013,Mercedes-Benz,2023-01-14 00:00:00,75415.45178000003,93.49250613000008,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,34.16800039,81.23297787,0,0,0,01-01-2050 00:00,No Failure,0.1504600202947287,0.0004600202947287,94,0,0,0,15
Syn_15_00014,Mercedes-Benz,2023-01-15 00:00:00,75416.25178000004,93.64250613000009,1174.180154,51.6320756,90.2509989,18.19769948,3.444636064,26.11193022,29.62237092,74.34732449,464.8100427,1.443813343,1062.038373,1032.559168,9.796315165,79.29759143,0,59.34316489,33.07697061,91.42311945,70.53548557,46.678686,12.64041683,13.55917194,11.05021136,14.1748513,83.46849881,90.1621634,88.50198841,26.3805945,55.48884927,34.16800039,81.23297787,0,0,0,01-01-2050 00:00,No Failure,0.1504600202947287,0.0004600202947287,93,0,0,0,15
